stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
1309,2016-02-01,,20000,149480,149540
1309,2016-02-02,,1000,7430,7460
1309,2016-02-03,,0,0,0
1309,2016-02-15,,1000,7260,7350
1309,2016-02-16,,8000,59500,59440
1309,2016-02-17,,3000,22200,22350
1309,2016-02-18,,2000,15220,15300
1309,2016-02-19,,0,0,0
1309,2016-02-22,,4000,30420,30580
1309,2016-02-23,,7000,54850,53880
1309,2016-02-24,,0,0,0
1309,2016-02-25,,6000,45850,46270
1309,2016-02-26,,15000,116130,116150
1309,2016-03-01,,12000,95000,94970
1309,2016-03-02,,10000,79310,78870
1309,2016-03-03,,46000,363250,363800
1309,2016-03-04,,5000,39530,39750
1309,2016-03-07,,165000,1378830,1396550
1309,2016-03-08,,10000,82930,83050
1309,2016-03-09,,0,0,0
1309,2016-03-10,,36000,294320,294340
1309,2016-03-11,,10000,81200,82000
1309,2016-03-14,,22000,179630,178380
1309,2016-03-15,,36000,283490,283690
1309,2016-03-16,,14000,109700,110560
1309,2016-03-17,,13000,103960,102420
1309,2016-03-18,,11000,87170,87060
1309,2016-03-21,,12000,94230,94820
1309,2016-03-22,,1000,7780,7800
1309,2016-03-23,,2000,15620,15630
1309,2016-03-24,,9000,69390,69690
1309,2016-03-25,,1000,7750,7760
1309,2016-03-28,,3000,23090,23250
1309,2016-03-29,,1000,7680,7570
1309,2016-03-30,,12000,91580,92210
1309,2016-03-31,,0,0,0
1309,2016-04-01,,17000,133660,134320
1309,2016-04-06,,2000,15640,15600
1309,2016-04-07,,8000,62590,62320
1309,2016-04-08,Y,26000,201960,202790
1309,2016-04-11,Y,1000,7850,7820
1309,2016-04-12,Y,11000,86840,85360
1309,2016-04-13,Y,9000,70570,70470
1309,2016-04-14,Y,13000,103550,102860
1309,2016-04-15,,87000,706300,711420
1309,2016-04-18,,9000,71740,72990
1309,2016-04-19,,4000,31940,31940
1309,2016-04-20,,1000,7950,7890
1309,2016-04-21,,0,0,0
1309,2016-04-22,,1000,7950,7800
1309,2016-04-25,,8000,62210,62240
1309,2016-04-26,,1000,7810,7770
1309,2016-04-27,,1000,7800,7870
1309,2016-04-28,,4000,31450,31000
1309,2016-04-29,,8000,60510,60800
1309,2016-05-03,,5000,37900,37500
1309,2016-05-04,,5000,37710,37260
1309,2016-05-05,,2000,14610,14760
1309,2016-05-06,,4000,29300,29610
1309,2016-05-09,,1000,7320,7400
1309,2016-05-10,,0,0,0
1309,2016-05-11,,14000,102440,102280
1309,2016-05-12,,0,0,0
1309,2016-05-13,,0,0,0
1309,2016-05-16,,3000,21100,21360
1309,2016-05-17,,5000,35460,35910
1309,2016-05-18,,9000,64800,65670
