stock_id,stock_name,Date,Volume,Volume_Cash,Open,High,Low,Close,Change,Order
1219,福壽,2010-01-04,3271689.0,43100790.0,13.25,13.25,13.05,13.25,0.0,494.0
1219,福壽,2010-01-05,1958150.0,25874816.0,13.35,13.40,13.10,13.20,-0.05,486.0
1219,福壽,2010-01-06,3881006.0,51903467.0,13.30,13.50,13.20,13.30,0.1,865.0
1219,福壽,2010-01-07,5235861.0,70550266.0,13.45,13.75,13.20,13.20,-0.1,1114.0
1219,福壽,2010-01-08,4578945.0,62088459.0,13.30,13.75,13.30,13.40,0.2,1095.0
1219,福壽,2010-01-11,7143303.0,100715023.0,13.55,14.30,13.50,14.30,0.9,1665.0
1219,福壽,2010-01-12,6926706.0,98594922.0,14.50,14.70,13.85,13.90,-0.4,1742.0
1219,福壽,2010-01-13,3774110.0,52526751.0,13.65,14.20,13.65,13.75,-0.15,1021.0
1219,福壽,2010-01-14,3481830.0,48085266.0,13.95,14.05,13.65,13.80,0.05,886.0
1219,福壽,2010-01-15,2445533.0,33717347.0,13.90,14.00,13.65,13.75,-0.05,537.0
1219,福壽,2010-01-18,1569401.0,21550918.0,13.50,13.85,13.50,13.75,0.0,401.0
1219,福壽,2010-01-19,1728232.0,23555913.0,13.80,13.85,13.50,13.50,-0.25,500.0
1219,福壽,2010-01-20,1098588.0,14849126.0,13.65,13.65,13.40,13.45,-0.05,349.0
1219,福壽,2010-01-21,2083468.0,27469798.0,13.20,13.40,13.00,13.25,-0.2,630.0
1219,福壽,2010-01-22,1864046.0,23876731.0,13.05,13.05,12.65,12.70,-0.55,531.0
1219,福壽,2010-01-25,1315938.0,16538773.0,12.50,12.70,12.45,12.55,-0.15,324.0
1219,福壽,2010-01-26,1858292.0,22556589.0,12.65,12.70,11.70,11.85,-0.7,566.0
1219,福壽,2010-01-27,1045750.0,12515450.0,12.00,12.15,11.85,12.00,0.15,325.0
1219,福壽,2010-01-28,615127.0,7497401.0,12.05,12.30,12.05,12.30,0.3,220.0
1219,福壽,2010-01-29,572640.0,6869292.0,12.10,12.15,11.90,12.05,-0.25,207.0
1219,福壽,2010-02-01,300196.0,3612461.0,12.05,12.15,11.95,12.00,-0.05,109.0
1219,福壽,2010-02-02,616429.0,7331266.0,12.10,12.15,11.60,11.60,-0.4,223.0
1219,福壽,2010-02-03,737187.0,8599966.0,11.60,11.80,11.55,11.70,0.1,255.0
1219,福壽,2010-02-04,388421.0,4543522.0,11.70,11.85,11.60,11.75,0.05,125.0
1219,福壽,2010-02-05,1258854.0,13927347.0,11.40,11.40,10.95,10.95,-0.8,424.0
1219,福壽,2010-02-06,1498815.0,15612608.0,10.90,10.90,10.20,10.30,-0.65,433.0
1219,福壽,2010-02-08,614418.0,6428538.0,10.50,10.55,10.30,10.55,0.25,226.0
1219,福壽,2010-02-09,731901.0,7951684.0,10.50,11.15,10.45,11.15,0.6,306.0
1219,福壽,2010-02-10,940517.0,10652992.0,11.30,11.50,11.20,11.35,0.2,312.0
1219,福壽,2010-02-22,607191.0,6936056.0,11.60,11.60,11.35,11.35,0.0,174.0
1219,福壽,2010-02-23,437009.0,4971553.0,11.35,11.45,11.25,11.40,0.05,130.0
1219,福壽,2010-02-24,317261.0,3565972.0,11.20,11.30,11.20,11.25,-0.15,118.0
1219,福壽,2010-02-25,258671.0,2898313.0,11.25,11.40,11.05,11.10,-0.15,112.0
1219,福壽,2010-02-26,616330.0,6865546.0,11.10,11.30,11.05,11.05,-0.05,201.0
1219,福壽,2010-03-01,807440.0,9179260.0,11.15,11.50,11.15,11.50,0.45,272.0
1219,福壽,2010-03-02,1115002.0,13076572.0,11.70,11.85,11.55,11.60,0.1,391.0
1219,福壽,2010-03-03,692791.0,8106551.0,11.65,11.85,11.50,11.70,0.1,246.0
1219,福壽,2010-03-04,1605159.0,19022609.0,11.80,12.00,11.70,11.70,0.0,443.0
1219,福壽,2010-03-05,2665360.0,32566835.0,12.00,12.45,12.00,12.00,0.3,704.0
1219,福壽,2010-03-08,928365.0,11220580.0,12.20,12.25,12.00,12.05,0.05,310.0
1219,福壽,2010-03-09,812039.0,9689957.0,12.05,12.10,11.85,11.85,-0.2,252.0
1219,福壽,2010-03-10,706514.0,8410913.0,11.90,12.05,11.85,11.85,0.0,253.0
1219,福壽,2010-03-11,1821631.0,21870805.0,11.85,12.20,11.80,12.00,0.15,502.0
1219,福壽,2010-03-12,955281.0,11383113.0,12.00,12.10,11.85,11.85,-0.15,345.0
1219,福壽,2010-03-15,662552.0,7887787.0,12.00,12.05,11.75,11.75,-0.1,222.0
1219,福壽,2010-03-16,574906.0,6795086.0,11.75,11.90,11.75,11.85,0.1,169.0
1219,福壽,2010-03-17,975414.0,11698771.0,11.90,12.05,11.90,12.00,0.15,286.0
1219,福壽,2010-03-18,1420617.0,17245062.0,12.00,12.25,12.00,12.20,0.2,423.0
1219,福壽,2010-03-19,2170554.0,26701685.0,12.20,12.40,12.15,12.35,0.15,535.0
1219,福壽,2010-03-22,2725205.0,34403586.0,12.40,12.80,12.40,12.70,0.35,781.0
1219,福壽,2010-03-23,1706700.0,21730698.0,12.80,12.95,12.50,12.50,-0.2,558.0
1219,福壽,2010-03-24,1389499.0,17479333.0,12.60,12.75,12.30,12.40,-0.1,329.0
1219,福壽,2010-03-25,1178966.0,14712525.0,12.40,12.60,12.30,12.40,0.0,297.0
1219,福壽,2010-03-26,1098457.0,13655540.0,12.40,12.50,12.35,12.35,-0.05,265.0
1219,福壽,2010-03-29,1962716.0,24978740.0,12.55,12.90,12.50,12.75,0.4,594.0
1219,福壽,2010-03-30,1540613.0,19820531.0,12.85,13.00,12.75,12.80,0.05,383.0
1219,福壽,2010-03-31,767854.0,9750659.0,12.80,12.80,12.60,12.60,-0.2,207.0
1219,福壽,2010-04-01,1244111.0,15772446.0,12.70,12.75,12.60,12.60,0.0,323.0
1219,福壽,2010-04-02,923914.0,11670774.0,12.75,12.75,12.55,12.55,-0.05,235.0
1219,福壽,2010-04-06,989393.0,12520061.0,12.60,12.75,12.55,12.60,0.05,307.0
1219,福壽,2010-04-07,713208.0,8991507.0,12.60,12.70,12.55,12.60,0.0,254.0
1219,福壽,2010-04-08,1002238.0,12572074.0,12.65,12.65,12.45,12.55,-0.05,317.0
1219,福壽,2010-04-09,692764.0,8687247.0,12.55,12.60,12.45,12.60,0.05,231.0
1219,福壽,2010-04-12,667959.0,8386885.0,12.60,12.70,12.50,12.60,0.0,185.0
1219,福壽,2010-04-13,652996.0,8218349.0,12.60,12.65,12.50,12.55,-0.05,194.0
1219,福壽,2010-04-14,661861.0,8332459.0,12.55,12.65,12.55,12.60,0.05,188.0
1219,福壽,2010-04-15,2085468.0,26682861.0,12.65,12.95,12.65,12.80,0.2,590.0
1219,福壽,2010-04-16,761545.0,9710086.0,12.90,12.90,12.65,12.65,-0.15,222.0
1219,福壽,2010-04-19,1088807.0,13467902.0,12.50,12.55,12.10,12.10,-0.55,328.0
1219,福壽,2010-04-20,483490.0,5885275.0,12.20,12.30,12.05,12.15,0.05,183.0
1219,福壽,2010-04-21,1337998.0,16727624.0,12.20,12.65,12.20,12.45,0.3,405.0
1219,福壽,2010-04-22,376587.0,4636747.0,12.40,12.40,12.25,12.30,-0.15,144.0
1219,福壽,2010-04-23,448075.0,5512165.0,12.40,12.40,12.25,12.25,-0.05,164.0
1219,福壽,2010-04-26,664860.0,8244724.0,12.40,12.45,12.35,12.35,0.1,187.0
1219,福壽,2010-04-27,577279.0,7174408.0,12.45,12.50,12.30,12.45,0.1,179.0
1219,福壽,2010-04-28,715529.0,8851059.0,12.35,12.45,12.20,12.45,0.0,188.0
1219,福壽,2010-04-29,1877824.0,23718088.0,12.60,12.80,12.40,12.65,0.2,441.0
1219,福壽,2010-04-30,1801414.0,22657831.0,12.65,12.80,12.30,12.40,-0.25,468.0
1219,福壽,2010-05-03,1051372.0,12869066.0,12.40,12.45,12.15,12.20,-0.2,299.0
1219,福壽,2010-05-04,966023.0,11675570.0,12.20,12.35,11.90,12.05,-0.15,286.0
1219,福壽,2010-05-05,1144133.0,13364546.0,11.70,11.80,11.60,11.70,-0.35,328.0
1219,福壽,2010-05-06,536459.0,6242773.0,11.80,11.80,11.55,11.55,-0.15,169.0
1219,福壽,2010-05-07,723720.0,8165184.0,11.20,11.45,11.10,11.40,-0.15,229.0
1219,福壽,2010-05-10,401953.0,4635853.0,11.45,11.70,11.40,11.70,0.3,162.0
1219,福壽,2010-05-11,464700.0,5438830.0,11.80,11.90,11.55,11.60,-0.1,150.0
1219,福壽,2010-05-12,327398.0,3803676.0,11.60,11.70,11.55,11.55,-0.05,92.0
1219,福壽,2010-05-13,323248.0,3849874.0,12.00,12.00,11.75,11.85,0.3,128.0
