date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1313,聯成,TW0001313005,672764992,42860296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-02-13,1313,聯成,TW0001313005,672764992,42860296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-02-16,1313,聯成,TW0001313005,672901952,42723296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-02-17,1313,聯成,TW0001313005,672625984,42999296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-02-18,1313,聯成,TW0001313005,672625984,42999296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-02-19,1313,聯成,TW0001313005,672625984,42999296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-02-20,1313,聯成,TW0001313005,672625984,42999296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-02-23,1313,聯成,TW0001313005,672491008,43134296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-02-24,1313,聯成,TW0001313005,672296960,43328296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-02-25,1313,聯成,TW0001313005,672197952,43427296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-02-26,1313,聯成,TW0001313005,672638976,42986296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-02-27,1313,聯成,TW0001313005,672649984,42975296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-03-01,1313,聯成,TW0001313005,672580992,43044296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-03-02,1313,聯成,TW0001313005,671580992,44044296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-03-03,1313,聯成,TW0001313005,671534976,44090296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
2004-03-04,1313,聯成,TW0001313005,670934976,44690296,0.0,0.0,0.0,0.0,715625280,2003-08-28,1
