date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1419,新紡,TW0001419000,278464832,11935180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-02-13,1419,新紡,TW0001419000,278542816,11857180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-02-16,1419,新紡,TW0001419000,278582816,11817180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-02-17,1419,新紡,TW0001419000,278596832,11803180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-02-18,1419,新紡,TW0001419000,278596832,11803180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-02-19,1419,新紡,TW0001419000,278596832,11803180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-02-20,1419,新紡,TW0001419000,278596832,11803180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-02-23,1419,新紡,TW0001419000,278540832,11859180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-02-24,1419,新紡,TW0001419000,278474816,11925180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-02-25,1419,新紡,TW0001419000,278450816,11949180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-02-26,1419,新紡,TW0001419000,278450816,11949180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-02-27,1419,新紡,TW0001419000,278450816,11949180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-03-01,1419,新紡,TW0001419000,278429824,11970180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-03-02,1419,新紡,TW0001419000,278429824,11970180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-03-03,1419,新紡,TW0001419000,278429824,11970180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-03-04,1419,新紡,TW0001419000,286289824,4110180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-03-05,1419,新紡,TW0001419000,287351808,3048180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-03-08,1419,新紡,TW0001419000,287002816,3397180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-03-09,1419,新紡,TW0001419000,286830816,3569180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-03-10,1419,新紡,TW0001419000,286798816,3601180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-03-11,1419,新紡,TW0001419000,286734816,3665180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-03-12,1419,新紡,TW0001419000,286693824,3706180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
2004-03-15,1419,新紡,TW0001419000,286702816,3697180,0.0,0.0,0.0,0.0,290400000,2001-11-23,1
