date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1102,亞泥,TW0001102002,834589696,184605488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-02-13,1102,亞泥,TW0001102002,832809728,186385488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-02-16,1102,亞泥,TW0001102002,811550720,207644496,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-02-17,1102,亞泥,TW0001102002,798463680,220731488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-02-18,1102,亞泥,TW0001102002,794604736,224590496,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-02-19,1102,亞泥,TW0001102002,795536704,223658496,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-02-20,1102,亞泥,TW0001102002,800407680,218787488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-02-23,1102,亞泥,TW0001102002,798926720,220268496,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-02-24,1102,亞泥,TW0001102002,798732736,220462496,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-02-25,1102,亞泥,TW0001102002,797163712,222031488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-02-26,1102,亞泥,TW0001102002,794854720,224340496,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-02-27,1102,亞泥,TW0001102002,793709696,225485488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-01,1102,亞泥,TW0001102002,791225728,227969488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-02,1102,亞泥,TW0001102002,789917696,229277488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-03,1102,亞泥,TW0001102002,789275712,229919488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-04,1102,亞泥,TW0001102002,788917696,230277488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-05,1102,亞泥,TW0001102002,787691712,231503488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-08,1102,亞泥,TW0001102002,783518720,235676496,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-09,1102,亞泥,TW0001102002,782527680,236667488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-10,1102,亞泥,TW0001102002,781905728,237289488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-11,1102,亞泥,TW0001102002,781358720,237836496,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-12,1102,亞泥,TW0001102002,782735680,236459488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-15,1102,亞泥,TW0001102002,783231680,235963488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-16,1102,亞泥,TW0001102002,784428736,234766496,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-17,1102,亞泥,TW0001102002,785865728,233329488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-18,1102,亞泥,TW0001102002,786804736,232390496,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-19,1102,亞泥,TW0001102002,788289728,230905488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-22,1102,亞泥,TW0001102002,788289728,230905488,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-23,1102,亞泥,TW0001102002,789168704,230026496,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
2004-03-24,1102,亞泥,TW0001102002,799454848,219740336,0.0,0.0,0.0,0.0,2038390400,2002-01-25,1
