date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1104,環泥,TW0001104008,181193040,4398684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-02-13,1104,環泥,TW0001104008,180632032,4959684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-02-16,1104,環泥,TW0001104008,178880032,6711684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-02-17,1104,環泥,TW0001104008,178607040,6984684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-02-18,1104,環泥,TW0001104008,178307040,7284684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-02-19,1104,環泥,TW0001104008,178307040,7284684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-02-20,1104,環泥,TW0001104008,178345040,7246684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-02-23,1104,環泥,TW0001104008,180087040,5504684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-02-24,1104,環泥,TW0001104008,179967040,5624684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-02-25,1104,環泥,TW0001104008,179927040,5664684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-02-26,1104,環泥,TW0001104008,181885040,3706684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-02-27,1104,環泥,TW0001104008,181885040,3706684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-03-01,1104,環泥,TW0001104008,181857040,3734684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-03-02,1104,環泥,TW0001104008,181852032,3739684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-03-03,1104,環泥,TW0001104008,182778032,2813684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-03-04,1104,環泥,TW0001104008,182642032,2949684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-03-05,1104,環泥,TW0001104008,182143040,3448684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-03-08,1104,環泥,TW0001104008,181686032,3905684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-03-09,1104,環泥,TW0001104008,181406032,4185684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
2004-03-10,1104,環泥,TW0001104008,181366032,4225684,0.0,0.0,0.0,0.0,371183456,2003-09-05,1
