date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1227,佳格,TW0001227007,296540960,24377482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-02-13,1227,佳格,TW0001227007,296090944,24827482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-02-16,1227,佳格,TW0001227007,296155968,24762482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-02-17,1227,佳格,TW0001227007,296179968,24738482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-02-18,1227,佳格,TW0001227007,296179968,24738482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-02-19,1227,佳格,TW0001227007,296179968,24738482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-02-20,1227,佳格,TW0001227007,296376960,24541482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-02-23,1227,佳格,TW0001227007,296376960,24541482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-02-24,1227,佳格,TW0001227007,296239968,24678482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-02-25,1227,佳格,TW0001227007,296754944,24163482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-02-26,1227,佳格,TW0001227007,296754944,24163482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-02-27,1227,佳格,TW0001227007,296754944,24163482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-03-01,1227,佳格,TW0001227007,296726976,24191482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-03-02,1227,佳格,TW0001227007,296726976,24191482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-03-03,1227,佳格,TW0001227007,296726976,24191482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-03-04,1227,佳格,TW0001227007,296608960,24309482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-03-05,1227,佳格,TW0001227007,296465952,24452482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-03-08,1227,佳格,TW0001227007,296121952,24796482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-03-09,1227,佳格,TW0001227007,295972960,24945482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
2004-03-10,1227,佳格,TW0001227007,295937952,24980482,0.0,0.0,0.0,0.0,320918432,2001-03-09,1
