date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1326,台化,TW0001326007,3286009344,1227209984,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-02-13,1326,台化,TW0001326007,3285862144,1227357056,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-02-16,1326,台化,TW0001326007,3286963456,1226255872,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-02-17,1326,台化,TW0001326007,3287232512,1225986816,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-02-18,1326,台化,TW0001326007,3294563072,1218656128,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-02-19,1326,台化,TW0001326007,3293918208,1219301120,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-02-20,1326,台化,TW0001326007,3294064128,1219155200,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-02-23,1326,台化,TW0001326007,3296494080,1216725120,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-02-24,1326,台化,TW0001326007,3296340992,1216878080,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-02-25,1326,台化,TW0001326007,3296270848,1216948352,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-02-26,1326,台化,TW0001326007,3297018368,1216200832,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-02-27,1326,台化,TW0001326007,3295913472,1217305856,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-01,1326,台化,TW0001326007,3296982272,1216236800,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-02,1326,台化,TW0001326007,3298853376,1214365824,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-03,1326,台化,TW0001326007,3303186176,1210033024,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-04,1326,台化,TW0001326007,3299363328,1213856000,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-05,1326,台化,TW0001326007,3289949440,1223269632,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-08,1326,台化,TW0001326007,3287945216,1225274112,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-09,1326,台化,TW0001326007,3287572224,1225641984,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-10,1326,台化,TW0001326007,3288774144,1224439936,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-11,1326,台化,TW0001326007,3289606656,1223607680,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-12,1326,台化,TW0001326007,3296121344,1217092864,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-15,1326,台化,TW0001326007,3300651520,1212562560,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-16,1326,台化,TW0001326007,3306677248,1206536960,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-17,1326,台化,TW0001326007,3311586560,1201627648,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-18,1326,台化,TW0001326007,3313528064,1199686144,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-19,1326,台化,TW0001326007,3311130112,1202084224,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-22,1326,台化,TW0001326007,3310935040,1202279168,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-23,1326,台化,TW0001326007,3319036928,1194177152,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-24,1326,台化,TW0001326007,3321515008,1191699200,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-25,1326,台化,TW0001326007,3326895104,1186319104,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-26,1326,台化,TW0001326007,3325133312,1188080896,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-29,1326,台化,TW0001326007,3323216384,1189997952,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-30,1326,台化,TW0001326007,3320089344,1193124864,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-03-31,1326,台化,TW0001326007,3321019392,1192194944,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-01,1326,台化,TW0001326007,3322318336,1190896000,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-02,1326,台化,TW0001326007,3325455872,1187758208,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-05,1326,台化,TW0001326007,3325535232,1187678848,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-06,1326,台化,TW0001326007,3324551936,1188663168,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-07,1326,台化,TW0001326007,3322466048,1190749184,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-08,1326,台化,TW0001326007,3322323968,1190891264,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-09,1326,台化,TW0001326007,3323404032,1189811200,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-12,1326,台化,TW0001326007,3321787136,1191428224,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-13,1326,台化,TW0001326007,3322860032,1190355200,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-14,1326,台化,TW0001326007,3322302720,1190912512,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-15,1326,台化,TW0001326007,3321313792,1191901440,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-16,1326,台化,TW0001326007,3322713856,1190501376,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-19,1326,台化,TW0001326007,3324242688,1188972672,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-20,1326,台化,TW0001326007,3320215552,1192999552,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-21,1326,台化,TW0001326007,3319890688,1193324672,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-22,1326,台化,TW0001326007,3314923520,1198291584,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-23,1326,台化,TW0001326007,3314435584,1198779648,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-26,1326,台化,TW0001326007,3313899520,1199315712,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-27,1326,台化,TW0001326007,3317354496,1195860736,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-28,1326,台化,TW0001326007,3317921024,1195294208,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-29,1326,台化,TW0001326007,3321554944,1191660160,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-04-30,1326,台化,TW0001326007,3335389184,1177826176,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-03,1326,台化,TW0001326007,3341971968,1171243264,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-04,1326,台化,TW0001326007,3362412032,1150803328,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-05,1326,台化,TW0001326007,3369876992,1143338240,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-06,1326,台化,TW0001326007,3369051904,1144163200,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-07,1326,台化,TW0001326007,3370280448,1142934656,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-10,1326,台化,TW0001326007,3383841536,1129373696,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-11,1326,台化,TW0001326007,3392939520,1120275712,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-12,1326,台化,TW0001326007,3395032832,1118182400,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-13,1326,台化,TW0001326007,3401035776,1112179456,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-14,1326,台化,TW0001326007,3407150848,1106064384,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-17,1326,台化,TW0001326007,3409666816,1103548416,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-18,1326,台化,TW0001326007,3410572800,1102642432,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-19,1326,台化,TW0001326007,3410875904,1102339328,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-20,1326,台化,TW0001326007,3412733440,1100481792,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-21,1326,台化,TW0001326007,3412498688,1100716672,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-24,1326,台化,TW0001326007,3412615680,1100599552,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-25,1326,台化,TW0001326007,3412643584,1100571648,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-26,1326,台化,TW0001326007,3413759232,1099456128,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-27,1326,台化,TW0001326007,3418247168,1094968064,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-28,1326,台化,TW0001326007,3421735424,1091479808,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-05-31,1326,台化,TW0001326007,3425920512,1087294720,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-01,1326,台化,TW0001326007,3426352384,1086862720,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-02,1326,台化,TW0001326007,3427152384,1086062720,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-03,1326,台化,TW0001326007,3427933440,1085281792,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-04,1326,台化,TW0001326007,3429441536,1083773824,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-07,1326,台化,TW0001326007,3425403392,1087811712,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-08,1326,台化,TW0001326007,3423564544,1089650816,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-09,1326,台化,TW0001326007,3426755328,1086459776,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-10,1326,台化,TW0001326007,3427940352,1085274752,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-11,1326,台化,TW0001326007,3429225472,1083989632,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-14,1326,台化,TW0001326007,3432696320,1080518912,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-15,1326,台化,TW0001326007,3430235392,1082979712,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-16,1326,台化,TW0001326007,3431729408,1081485696,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-17,1326,台化,TW0001326007,3429850368,1083364736,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-18,1326,台化,TW0001326007,3429913344,1083301760,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-21,1326,台化,TW0001326007,3428273408,1084941952,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-23,1326,台化,TW0001326007,3429472256,1083742976,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-24,1326,台化,TW0001326007,3429811200,1083403904,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-25,1326,台化,TW0001326007,3431288320,1081926912,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-28,1326,台化,TW0001326007,3432215808,1080999552,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-29,1326,台化,TW0001326007,3434927616,1078287488,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-06-30,1326,台化,TW0001326007,3432532736,1080682496,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-01,1326,台化,TW0001326007,3432393728,1080821504,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-02,1326,台化,TW0001326007,3435326464,1077888896,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-05,1326,台化,TW0001326007,3435527936,1077687424,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-06,1326,台化,TW0001326007,3435842816,1077372416,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-07,1326,台化,TW0001326007,3427793920,1085421440,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-08,1326,台化,TW0001326007,3425730816,1087484416,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-09,1326,台化,TW0001326007,3426529792,1086685440,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-12,1326,台化,TW0001326007,3425614848,1087600384,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-13,1326,台化,TW0001326007,3420825856,1092389376,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-14,1326,台化,TW0001326007,3418504704,1094710400,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-15,1326,台化,TW0001326007,3417977600,1095237504,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-16,1326,台化,TW0001326007,3418477056,1094738176,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-19,1326,台化,TW0001326007,3416813056,1096402176,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-20,1326,台化,TW0001326007,3406569984,1106645120,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-21,1326,台化,TW0001326007,3405053952,1108161152,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-22,1326,台化,TW0001326007,3403252992,1109962112,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-23,1326,台化,TW0001326007,3398931968,1114283392,0.0,0.0,0.0,0.0,4514996224,2003-08-25,1
2004-07-26,1326,台化,TW0001326007,3392379904,1120835328,0.0,0.0,100.0,0.0,4514996224,2003-08-25,
2004-07-27,1326,台化,TW0001326007,3391205888,1122009344,0.0,0.0,100.0,0.0,4514996224,2003-08-25,
2004-07-28,1326,台化,TW0001326007,3388626944,1124588288,0.0,0.0,100.0,0.0,4514996224,2003-08-25,
2004-07-29,1326,台化,TW0001326007,3384800768,1128414336,0.0,0.0,100.0,0.0,4514996224,2003-08-25,
2004-07-30,1326,台化,TW0001326007,3381478912,1131736320,0.0,0.0,100.0,0.0,4514996224,2003-08-25,
2004-08-02,1326,台化,TW0001326007,3381335808,1131879296,0.0,0.0,100.0,0.0,4514996224,2003-08-25,
2004-08-04,1326,台化,TW0001326007,3659224064,1216972160,0.0,0.0,100.0,0.0,4876196352,2004-08-03,
2004-08-05,1326,台化,TW0001326007,3657339904,1218856192,0.0,0.0,100.0,0.0,4876196352,2004-08-03,
2004-08-06,1326,台化,TW0001326007,3656380928,1219815168,0.0,0.0,100.0,0.0,4876196352,2004-08-03,
2004-08-09,1326,台化,TW0001326007,3654039040,1222157184,0.0,0.0,100.0,0.0,4876196352,2004-08-03,
2004-08-10,1326,台化,TW0001326007,3650889216,1225307008,0.0,0.0,100.0,0.0,4876196352,2004-08-03,
2004-08-11,1326,台化,TW0001326007,3649612032,1226583936,0.0,0.0,100.0,0.0,4876196352,2004-08-03,
2004-08-12,1326,台化,TW0001326007,3645613056,1230583040,0.0,0.0,100.0,0.0,4876196352,2004-08-03,
2004-08-13,1326,台化,TW0001326007,3641869056,1234327040,0.0,0.0,100.0,0.0,4876196352,2004-08-03,
2004-08-16,1326,台化,TW0001326007,3642064128,1234131968,0.0,0.0,100.0,0.0,4876196352,2004-08-03,
2004-08-17,1326,台化,TW0001326007,3639643136,1236552960,0.0,0.0,100.0,0.0,4876196352,2004-08-03,
2004-08-18,1326,台化,TW0001326007,3634743040,1241453056,0.0,0.0,100.0,0.0,4876196352,2004-08-03,
