date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1229,聯華,TW0001229003,615269696,46023100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-02-13,1229,聯華,TW0001229003,615269696,46023100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-02-16,1229,聯華,TW0001229003,615263744,46029100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-02-17,1229,聯華,TW0001229003,615078720,46214100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-02-18,1229,聯華,TW0001229003,613458752,47834100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-02-19,1229,聯華,TW0001229003,613268736,48024100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-02-20,1229,聯華,TW0001229003,613088704,48204100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-02-23,1229,聯華,TW0001229003,612982720,48310100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-02-24,1229,聯華,TW0001229003,612855744,48437100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-02-25,1229,聯華,TW0001229003,612774720,48518100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-02-26,1229,聯華,TW0001229003,612774720,48518100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-02-27,1229,聯華,TW0001229003,612774720,48518100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-01,1229,聯華,TW0001229003,612731712,48561100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-02,1229,聯華,TW0001229003,612631744,48661100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-03,1229,聯華,TW0001229003,612631744,48661100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-04,1229,聯華,TW0001229003,612239744,49053100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-05,1229,聯華,TW0001229003,612527744,48765100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-08,1229,聯華,TW0001229003,611955712,49337100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-09,1229,聯華,TW0001229003,611669696,49623100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-10,1229,聯華,TW0001229003,611597696,49695100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-11,1229,聯華,TW0001229003,611460736,49832100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-12,1229,聯華,TW0001229003,611369728,49923100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-15,1229,聯華,TW0001229003,611392704,49900100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-16,1229,聯華,TW0001229003,611892736,49400100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-17,1229,聯華,TW0001229003,612876736,48416100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-18,1229,聯華,TW0001229003,613884736,47408100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-19,1229,聯華,TW0001229003,613765696,47527100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-22,1229,聯華,TW0001229003,613771712,47521100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-23,1229,聯華,TW0001229003,613021696,48271100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-24,1229,聯華,TW0001229003,612421696,48871100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-25,1229,聯華,TW0001229003,612602752,48690100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-26,1229,聯華,TW0001229003,612430720,48862100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-29,1229,聯華,TW0001229003,612430720,48862100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-30,1229,聯華,TW0001229003,612405696,48887100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-03-31,1229,聯華,TW0001229003,612405696,48887100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-04-01,1229,聯華,TW0001229003,615349696,45943100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-04-02,1229,聯華,TW0001229003,617390720,43902100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-04-05,1229,聯華,TW0001229003,617390720,43902100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-04-06,1229,聯華,TW0001229003,617390720,43902100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-04-07,1229,聯華,TW0001229003,617390720,43902100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-04-08,1229,聯華,TW0001229003,617390720,43902100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-04-09,1229,聯華,TW0001229003,617390720,43902100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-04-12,1229,聯華,TW0001229003,617390720,43902100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-04-13,1229,聯華,TW0001229003,617390720,43902100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
2004-04-14,1229,聯華,TW0001229003,617390720,43902100,0.0,0.0,0.0,0.0,661292800,2001-09-07,1
