date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-02-13,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-02-16,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-02-17,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-02-18,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-02-19,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-02-20,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-02-23,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-02-24,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-02-25,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-02-26,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-02-27,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-01,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-02,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-03,1463,強盛,TW0001463008,197902016,418760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-04,1463,強盛,TW0001463008,197829008,491760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-05,1463,強盛,TW0001463008,197756016,564760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-08,1463,強盛,TW0001463008,197646016,674760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-09,1463,強盛,TW0001463008,197558016,762760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-10,1463,強盛,TW0001463008,197537008,783760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-11,1463,強盛,TW0001463008,197512016,808760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-12,1463,強盛,TW0001463008,197494016,826760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-15,1463,強盛,TW0001463008,197499008,821760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-16,1463,強盛,TW0001463008,197502016,818760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-17,1463,強盛,TW0001463008,197602016,718760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-18,1463,強盛,TW0001463008,197872016,448760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-19,1463,強盛,TW0001463008,197872016,448760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-22,1463,強盛,TW0001463008,197872016,448760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-23,1463,強盛,TW0001463008,197872016,448760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-24,1463,強盛,TW0001463008,197872016,448760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-25,1463,強盛,TW0001463008,197890016,430760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-26,1463,強盛,TW0001463008,197890016,430760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-29,1463,強盛,TW0001463008,197890016,430760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-30,1463,強盛,TW0001463008,197890016,430760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-03-31,1463,強盛,TW0001463008,197890016,430760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-01,1463,強盛,TW0001463008,197890016,430760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-02,1463,強盛,TW0001463008,197890016,430760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-05,1463,強盛,TW0001463008,197885008,435760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-06,1463,強盛,TW0001463008,197881008,439760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-07,1463,強盛,TW0001463008,197881008,439760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-08,1463,強盛,TW0001463008,197879008,441760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-09,1463,強盛,TW0001463008,197877008,443760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-12,1463,強盛,TW0001463008,197877008,443760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-13,1463,強盛,TW0001463008,197877008,443760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-14,1463,強盛,TW0001463008,197877008,443760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-15,1463,強盛,TW0001463008,197867008,453760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-16,1463,強盛,TW0001463008,197867008,453760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-19,1463,強盛,TW0001463008,197867008,453760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-20,1463,強盛,TW0001463008,197867008,453760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-21,1463,強盛,TW0001463008,197867008,453760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-22,1463,強盛,TW0001463008,197867008,453760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-23,1463,強盛,TW0001463008,197867008,453760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-26,1463,強盛,TW0001463008,197867008,453760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-27,1463,強盛,TW0001463008,197867008,453760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-28,1463,強盛,TW0001463008,197694016,626760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-29,1463,強盛,TW0001463008,197694016,626760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-04-30,1463,強盛,TW0001463008,197694016,626760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-05-03,1463,強盛,TW0001463008,197709008,611760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-05-04,1463,強盛,TW0001463008,197709008,611760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-05-05,1463,強盛,TW0001463008,197791008,529760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-05-06,1463,強盛,TW0001463008,197812016,508760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-05-07,1463,強盛,TW0001463008,197812016,508760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-05-10,1463,強盛,TW0001463008,197854016,466760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-05-11,1463,強盛,TW0001463008,197854016,466760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-05-12,1463,強盛,TW0001463008,197854016,466760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-05-13,1463,強盛,TW0001463008,197854016,466760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
2004-05-14,1463,強盛,TW0001463008,197854016,466760,0.0,0.0,0.0,0.0,198320768,2001-11-05,1
