date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-02-13,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-02-16,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-02-17,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-02-18,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-02-19,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-02-20,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-02-23,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-02-24,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-02-25,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-02-26,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-02-27,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-01,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-02,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-03,1410,南染,TW0001410009,75151320,9391083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-04,1410,南染,TW0001410009,75118320,9424083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-05,1410,南染,TW0001410009,75085320,9457083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-08,1410,南染,TW0001410009,75035320,9507083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-09,1410,南染,TW0001410009,74995320,9547083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-10,1410,南染,TW0001410009,74986320,9556083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-11,1410,南染,TW0001410009,74971320,9571083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-12,1410,南染,TW0001410009,74963320,9579083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-15,1410,南染,TW0001410009,74965320,9577083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-16,1410,南染,TW0001410009,74968320,9574083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-17,1410,南染,TW0001410009,74979320,9563083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-18,1410,南染,TW0001410009,75137320,9405083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-19,1410,南染,TW0001410009,75137320,9405083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
2004-03-22,1410,南染,TW0001410009,75137320,9405083,0.0,0.0,0.0,0.0,84542400,2000-11-16,1
