date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1236,宏亞,TW0001236008,63121368,1000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-02-13,1236,宏亞,TW0001236008,63121368,1000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-02-16,1236,宏亞,TW0001236008,63121368,1000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-02-17,1236,宏亞,TW0001236008,63121368,1000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-02-18,1236,宏亞,TW0001236008,63121368,1000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-02-19,1236,宏亞,TW0001236008,63121368,1000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-02-20,1236,宏亞,TW0001236008,63122368,0,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-02-23,1236,宏亞,TW0001236008,63122368,0,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-02-24,1236,宏亞,TW0001236008,63122368,0,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-02-25,1236,宏亞,TW0001236008,63122368,0,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-02-26,1236,宏亞,TW0001236008,63122368,0,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-02-27,1236,宏亞,TW0001236008,63122368,0,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-03-01,1236,宏亞,TW0001236008,63121368,1000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-03-02,1236,宏亞,TW0001236008,63120368,2000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-03-03,1236,宏亞,TW0001236008,63120368,2000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-03-04,1236,宏亞,TW0001236008,63096368,26000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-03-05,1236,宏亞,TW0001236008,63073368,49000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-03-08,1236,宏亞,TW0001236008,63038368,84000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-03-09,1236,宏亞,TW0001236008,63010368,112000,0.0,0.0,0.0,0.0,63122368,2002-08-20,1
2004-03-11,1236,宏亞,TW0001236008,66148484,130000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-12,1236,宏亞,TW0001236008,66142484,136000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-15,1236,宏亞,TW0001236008,66143484,135000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-16,1236,宏亞,TW0001236008,66146484,132000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-17,1236,宏亞,TW0001236008,66150484,128000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-18,1236,宏亞,TW0001236008,66268484,10000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-19,1236,宏亞,TW0001236008,66267484,11000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-22,1236,宏亞,TW0001236008,66267484,11000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-23,1236,宏亞,TW0001236008,66267484,11000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-24,1236,宏亞,TW0001236008,66267484,11000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-25,1236,宏亞,TW0001236008,66273484,5000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-26,1236,宏亞,TW0001236008,66273484,5000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-29,1236,宏亞,TW0001236008,66273484,5000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-30,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-03-31,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-01,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-02,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-05,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-06,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-07,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-08,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-09,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-12,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-13,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-14,1236,宏亞,TW0001236008,66256484,22000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-15,1236,宏亞,TW0001236008,66253484,25000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-16,1236,宏亞,TW0001236008,66253484,25000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-19,1236,宏亞,TW0001236008,66253484,25000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-20,1236,宏亞,TW0001236008,66253484,25000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-21,1236,宏亞,TW0001236008,66253484,25000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-22,1236,宏亞,TW0001236008,66253484,25000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-23,1236,宏亞,TW0001236008,66255484,23000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-26,1236,宏亞,TW0001236008,66255484,23000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-27,1236,宏亞,TW0001236008,66255484,23000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-28,1236,宏亞,TW0001236008,66222484,56000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-29,1236,宏亞,TW0001236008,66222484,56000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-04-30,1236,宏亞,TW0001236008,66222484,56000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-05-03,1236,宏亞,TW0001236008,66222484,56000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-05-04,1236,宏亞,TW0001236008,66222484,56000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-05-05,1236,宏亞,TW0001236008,66261484,17000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-05-06,1236,宏亞,TW0001236008,66261484,17000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-05-07,1236,宏亞,TW0001236008,66261484,17000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-05-10,1236,宏亞,TW0001236008,66261484,17000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-05-11,1236,宏亞,TW0001236008,66261484,17000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-05-12,1236,宏亞,TW0001236008,66261484,17000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-05-13,1236,宏亞,TW0001236008,66261484,17000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-05-14,1236,宏亞,TW0001236008,66261484,17000,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
2004-05-17,1236,宏亞,TW0001236008,66278484,0,0.0,0.0,0.0,0.0,66278484,2004-03-10,1
