date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2020-11-23,1342,八貫,TW0001342004,67845363,0,100.0,0.0,100.0,100.0,67845363,0,
2020-11-24,1342,八貫,TW0001342004,31527639,36317724,46.46,53.53,100.0,100.0,67845363,2020-11-24, <a href='https://mops.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>
2020-11-25,1342,八貫,TW0001342004,31527639,36317724,46.46,53.53,100.0,100.0,67845363,2020-11-24,
2020-11-26,1342,八貫,TW0001342004,31527639,36317724,46.46,53.53,100.0,100.0,67845363,2020-11-24,
2020-11-27,1342,八貫,TW0001342004,31527639,36317724,46.46,53.53,100.0,100.0,67845363,2020-11-24,
2020-11-30,1342,八貫,TW0001342004,31532639,36312724,46.47,53.52,100.0,100.0,67845363,2020-11-24,
2020-12-02,1342,八貫,TW0001342004,31552639,36292724,46.5,53.49,100.0,100.0,67845363,2020-11-24,
2020-12-03,1342,八貫,TW0001342004,31577639,36267724,46.54,53.45,100.0,100.0,67845363,2020-11-24,
2020-12-04,1342,八貫,TW0001342004,31590639,36254724,46.56,53.43,100.0,100.0,67845363,2020-11-24,
2020-12-07,1342,八貫,TW0001342004,31627639,36217724,46.61,53.38,100.0,100.0,67845363,2020-11-24,
2020-12-08,1342,八貫,TW0001342004,31627639,36217724,46.61,53.38,100.0,100.0,67845363,2020-11-24,
2020-12-09,1342,八貫,TW0001342004,31622639,36222724,46.6,53.39,100.0,100.0,67845363,2020-11-24,
2020-12-10,1342,八貫,TW0001342004,31622639,36222724,46.6,53.39,100.0,100.0,67845363,2020-11-24,
2020-12-11,1342,八貫,TW0001342004,31627639,36217724,46.61,53.38,100.0,100.0,67845363,2020-11-24,
2020-12-14,1342,八貫,TW0001342004,31627639,36217724,46.61,53.38,100.0,100.0,67845363,2020-11-24,
2020-12-15,1342,八貫,TW0001342004,31627639,36217724,46.61,53.38,100.0,100.0,67845363,2020-11-24,
2020-12-16,1342,八貫,TW0001342004,31627639,36217724,46.61,53.38,100.0,100.0,67845363,2020-11-24,
