date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-02-13,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-02-16,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-02-17,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-02-18,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-02-19,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-02-20,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-02-23,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-02-24,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-02-25,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-02-26,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-02-27,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-01,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-02,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-03,1316,上曜,TW0001316008,140110464,221714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-04,1316,上曜,TW0001316008,140100448,231714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-05,1316,上曜,TW0001316008,140007456,324714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-08,1316,上曜,TW0001316008,139930464,401714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-09,1316,上曜,TW0001316008,139869456,462714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-10,1316,上曜,TW0001316008,139852448,479714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-11,1316,上曜,TW0001316008,139828448,503714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-12,1316,上曜,TW0001316008,139815456,516714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-15,1316,上曜,TW0001316008,139819456,512714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-16,1316,上曜,TW0001316008,139822464,509714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-17,1316,上曜,TW0001316008,139840448,491714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-18,1316,上曜,TW0001316008,140086464,245714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-19,1316,上曜,TW0001316008,140086464,245714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-22,1316,上曜,TW0001316008,140086464,245714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-23,1316,上曜,TW0001316008,140086464,245714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-24,1316,上曜,TW0001316008,140086464,245714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-25,1316,上曜,TW0001316008,140099456,232714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-26,1316,上曜,TW0001316008,140099456,232714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-29,1316,上曜,TW0001316008,140099456,232714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-30,1316,上曜,TW0001316008,140099456,232714,0.0,0.0,0.0,0.0,140332176,,1
2004-03-31,1316,上曜,TW0001316008,140099456,232714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-01,1316,上曜,TW0001316008,140099456,232714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-02,1316,上曜,TW0001316008,140099456,232714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-05,1316,上曜,TW0001316008,140099456,232714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-06,1316,上曜,TW0001316008,140099456,232714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-07,1316,上曜,TW0001316008,140109456,222714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-08,1316,上曜,TW0001316008,140109456,222714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-09,1316,上曜,TW0001316008,140109456,222714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-12,1316,上曜,TW0001316008,140109456,222714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-13,1316,上曜,TW0001316008,140109456,222714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-14,1316,上曜,TW0001316008,140109456,222714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-15,1316,上曜,TW0001316008,140102464,229714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-16,1316,上曜,TW0001316008,140102464,229714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-19,1316,上曜,TW0001316008,140102464,229714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-20,1316,上曜,TW0001316008,140102464,229714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-21,1316,上曜,TW0001316008,140102464,229714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-22,1316,上曜,TW0001316008,140102464,229714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-23,1316,上曜,TW0001316008,140102464,229714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-26,1316,上曜,TW0001316008,140102464,229714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-27,1316,上曜,TW0001316008,140102464,229714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-28,1316,上曜,TW0001316008,140033456,298714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-29,1316,上曜,TW0001316008,139983456,348714,0.0,0.0,0.0,0.0,140332176,,1
2004-04-30,1316,上曜,TW0001316008,139983456,348714,0.0,0.0,0.0,0.0,140332176,,1
2004-05-03,1316,上曜,TW0001316008,139988448,343714,0.0,0.0,0.0,0.0,140332176,,1
2004-05-04,1316,上曜,TW0001316008,139988448,343714,0.0,0.0,0.0,0.0,140332176,,1
2004-05-05,1316,上曜,TW0001316008,140008448,323714,0.0,0.0,0.0,0.0,140332176,,1
2004-05-06,1316,上曜,TW0001316008,140065456,266714,0.0,0.0,0.0,0.0,140332176,,1
2004-05-07,1316,上曜,TW0001316008,140065456,266714,0.0,0.0,0.0,0.0,140332176,,1
2004-05-10,1316,上曜,TW0001316008,140107456,224714,0.0,0.0,0.0,0.0,140332176,,1
2004-05-11,1316,上曜,TW0001316008,140107456,224714,0.0,0.0,0.0,0.0,140332176,,1
2004-05-12,1316,上曜,TW0001316008,140107456,224714,0.0,0.0,0.0,0.0,140332176,,1
2004-05-13,1316,上曜,TW0001316008,140107456,224714,0.0,0.0,0.0,0.0,140332176,,1
2004-05-14,1316,上曜,TW0001316008,140107456,224714,0.0,0.0,0.0,0.0,140332176,,1
2004-05-17,1316,上曜,TW0001316008,140115456,216714,0.0,0.0,0.0,0.0,140332176,,1
