date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1454,台富,TW0001454007,139884304,2639701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-02-13,1454,台富,TW0001454007,139884304,2639701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-02-16,1454,台富,TW0001454007,139884304,2639701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-02-17,1454,台富,TW0001454007,139884304,2639701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-02-18,1454,台富,TW0001454007,139884304,2639701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-02-19,1454,台富,TW0001454007,139878304,2645701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-02-20,1454,台富,TW0001454007,139878304,2645701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-02-23,1454,台富,TW0001454007,139878304,2645701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-02-24,1454,台富,TW0001454007,139878304,2645701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-02-25,1454,台富,TW0001454007,139875296,2648701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-02-26,1454,台富,TW0001454007,139912304,2611701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-02-27,1454,台富,TW0001454007,139988304,2535701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-03-01,1454,台富,TW0001454007,140022304,2501701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-03-02,1454,台富,TW0001454007,140047296,2476701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-03-03,1454,台富,TW0001454007,140047296,2476701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-03-04,1454,台富,TW0001454007,140008304,2515701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-03-05,1454,台富,TW0001454007,139997296,2526701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-03-08,1454,台富,TW0001454007,139934304,2589701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-03-09,1454,台富,TW0001454007,139908304,2615701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-03-10,1454,台富,TW0001454007,139892304,2631701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-03-11,1454,台富,TW0001454007,139919296,2604701,0.0,0.0,0.0,0.0,142524000,2002-04-08,1
2004-03-15,1454,台富,TW0001454007,147100720,2549484,0.0,0.0,0.0,0.0,149650208,2004-03-12,1
2004-03-16,1454,台富,TW0001454007,147103712,2546484,0.0,0.0,0.0,0.0,149650208,2004-03-12,1
2004-03-17,1454,台富,TW0001454007,147121712,2528484,0.0,0.0,0.0,0.0,149650208,2004-03-12,1
2004-03-18,1454,台富,TW0001454007,147384720,2265484,0.0,0.0,0.0,0.0,149650208,2004-03-12,1
