date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2004-02-12,1314,中石化,TW0001314003,1333894400,149049392,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-02-13,1314,中石化,TW0001314003,1334893440,148050400,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-02-16,1314,中石化,TW0001314003,1335067392,147876400,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-02-17,1314,中石化,TW0001314003,1335204480,147739392,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-02-18,1314,中石化,TW0001314003,1336773376,146170400,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-02-19,1314,中石化,TW0001314003,1336773376,146170400,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-02-20,1314,中石化,TW0001314003,1336779392,146164400,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-02-23,1314,中石化,TW0001314003,1336488448,146455392,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-02-24,1314,中石化,TW0001314003,1336132480,146811392,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-02-25,1314,中石化,TW0001314003,1335714432,147229392,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-02-26,1314,中石化,TW0001314003,1335716480,147227392,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-02-27,1314,中石化,TW0001314003,1335716480,147227392,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-03-01,1314,中石化,TW0001314003,1335591424,147352400,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-03-02,1314,中石化,TW0001314003,1335606400,147337392,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-03-03,1314,中石化,TW0001314003,1335486464,147457392,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
2004-03-04,1314,中石化,TW0001314003,1335635456,147308400,0.0,0.0,0.0,0.0,1482943872,2000-11-17,1
