stock_id,stock_name,date,buy,name,sell
1591,駿吉-KY,2012-03-23,0.0,Dealer,0.0
1591,駿吉-KY,2012-03-23,1000.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-03-23,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-03-26,0.0,Dealer,0.0
1591,駿吉-KY,2012-03-26,0.0,Foreign_Investor,1000.0
1591,駿吉-KY,2012-03-26,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-03-30,0.0,Dealer,31100.0
1591,駿吉-KY,2012-03-30,0.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-03-30,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-04-02,0.0,Dealer,1.0
1591,駿吉-KY,2012-04-02,0.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-04-02,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-04-03,0.0,Dealer,1.0
1591,駿吉-KY,2012-04-03,0.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-04-03,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-04-10,0.0,Dealer,600.0
1591,駿吉-KY,2012-04-10,0.0,Foreign_Investor,1000.0
1591,駿吉-KY,2012-04-10,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-04-11,0.0,Dealer,1.0
1591,駿吉-KY,2012-04-11,0.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-04-11,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-04-12,0.0,Dealer,281.0
1591,駿吉-KY,2012-04-12,0.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-04-12,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-05-07,0.0,Dealer,0.0
1591,駿吉-KY,2012-05-07,10000.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-05-07,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-05-09,0.0,Dealer,0.0
1591,駿吉-KY,2012-05-09,10000.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-05-09,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-05-10,0.0,Dealer,0.0
1591,駿吉-KY,2012-05-10,7000.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-05-10,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-05-22,0.0,Dealer,0.0
1591,駿吉-KY,2012-05-22,9000.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-05-22,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-05-23,0.0,Dealer,0.0
1591,駿吉-KY,2012-05-23,11000.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-05-23,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-05-30,0.0,Dealer,0.0
1591,駿吉-KY,2012-05-30,8000.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-05-30,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-06-07,0.0,Dealer,8.0
1591,駿吉-KY,2012-06-07,0.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-06-07,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-06-08,0.0,Dealer,366.0
1591,駿吉-KY,2012-06-08,0.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-06-08,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-06-11,0.0,Dealer,0.0
1591,駿吉-KY,2012-06-11,5000.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-06-11,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-06-18,0.0,Dealer,0.0
1591,駿吉-KY,2012-06-18,12000.0,Foreign_Investor,0.0
1591,駿吉-KY,2012-06-18,0.0,Investment_Trust,0.0
1591,駿吉-KY,2012-06-28,0.0,Dealer,0.0
1591,駿吉-KY,2012-06-28,15000.0,Foreign_Investor,0.0
